               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.066557,            0.052149,                   0,           0.0011667,             0.04554,           0.0006745,          0.00016114,            0.055998,            0.020425,                   0,            0.070057,            0.003327,            0.003327
                   1,            0.060545,            0.044468,                   0,             0.21387,             0.35059,             0.16834,            0.050982,            0.042054,             0.01691,                   0,            0.037393,           0.0039962,           0.0039962
